num_hidden_layers,hidden_size,total_params,loss,time,accuracy
2,32,3466,"[2.291259005918341, 2.169098563113455, 1.9582851902913239, 1.8688019999003007, 1.8224266908936582, 1.777073439905199, 1.7526120068663258, 1.7363500494067952, 1.7210033990569034, 1.7109939849982827, 1.7017453242156466, 1.6947773634377172, 1.6893497786279452, 1.6830793356491347, 1.6780115770081343, 1.6703442759433036, 1.648293739658291, 1.6349220841617909, 1.6275073108026537, 1.6204017562381292, 1.6128905263997741, 1.6097405542761594, 1.6068447989932562, 1.6019117913003695, 1.598493838714341, 1.5962005914267847, 1.5925995677204456, 1.5912133637121169, 1.589238081948232, 1.5872817079899675, 1.5847609588655376, 1.5838510545633606, 1.5815925759784246, 1.5804847842555936, 1.5786751811787234]",0h:0m:45s,89.23
