num_hidden_layers,hidden_size,total_params,loss,time,accuracy,train_loss_history,train_loss,test_loss
1,8,610,,0h:0m:57s,75.06,"[2.311127008017847, 2.25638170565589, 2.178090261200727, 2.0866068985502597, 1.99371787653131, 1.9089047625913458, 1.8357446840253926, 1.769336686295978, 1.7136065333576527, 1.6574562525345107, 1.6138904519000297, 1.5699075622073675, 1.5288365897485765, 1.4931714837833987, 1.460451994912099, 1.4257688178854473, 1.4001658265873538, 1.3742010492389485, 1.3458113165225012, 1.3278467513747134, 1.3094087232977658, 1.284983240951926, 1.274990200996399, 1.255403454020872, 1.248133295673435, 1.2363096778675662, 1.2266853522446195, 1.214977363408622, 1.2048149694830685, 1.2000241481651694, 1.1894757181911144, 1.1797841282214148, 1.176584318532782, 1.170691439660929, 1.1659420405404042, 1.1638373581029602, 1.1617393897751631, 1.15750019833193, 1.1489687248811884, 1.1455676818298082, 1.1490849822254505, 1.140678658323773, 1.136795480372542, 1.1415023116742151, 1.129277093935821, 1.1294015888440407, 1.131192146721533, 1.1260532191244221, 1.1201250189441745, 1.1239686658826924, 1.1145354125459315, 1.1153031729035459, 1.1158204199904103, 1.1094895197173296, 1.117963847467455, 1.109012385546151]",1.109012385546151,1.099138617515564
