num_hidden_layers,hidden_size,total_params,loss,time,accuracy
1,8,610,"[2.3012738995632884, 2.293476173433207, 2.2732776261992376, 2.238644523135686, 2.198482396238941, 2.16597260863094, 2.1440593105251504, 2.1276505235898293, 2.1162269115448, 2.1052101951534463, 2.0965047771647827, 2.0866878153914112, 2.0774687710454907, 2.0676058551012457, 2.0575913655555853, 2.0456517146805586, 2.0327854035264354, 2.0156273579193376, 1.996591325533592, 1.9817826727689323, 1.9695426427711875, 1.9565090345124068, 1.947935094267635, 1.9373846579406222, 1.9301704006679987, 1.9228170968718448, 1.9142226687932418, 1.905709343441462, 1.8972543882111372, 1.8910551939980458, 1.8828328261941165, 1.876173356832084, 1.8716233584840418, 1.86628194784714, 1.8610305462853383, 1.8575567087884677, 1.8532185433274608, 1.8484278412188513, 1.8434077198222532, 1.8383939730919014, 1.8348378811852406, 1.8305216886229434, 1.827585929531162, 1.8246247384507777, 1.8204792859190602, 1.8175248150098122, 1.816215212062254, 1.8120348574751515, 1.8098132408271401, 1.8080772686812838, 1.8041150024381734, 1.8031264220253895, 1.8009929172063277, 1.7984740188566304, 1.7979368840233754, 1.7946772050049344]",0h:0m:57s,70.85
