num_hidden_layers,hidden_size,total_params,loss,time,accuracy
4,32,5578,"[2.297344894732459, 2.1728991775189415, 1.9997805841898515, 1.8961027658591836, 1.8344644409115032, 1.7963441832590912, 1.764039033550327, 1.7385289426577293, 1.71788749250315, 1.7016965231652987, 1.690199371111595, 1.6827057660636255, 1.6762336270283844, 1.6700133448940213, 1.6654542927014626, 1.6482350725238606, 1.6351704738907895, 1.6235425795538951, 1.617318472619784, 1.6095757221771498, 1.603729547080347, 1.5993175789461298, 1.5950068275807268, 1.5905442561133434, 1.5884518542532193, 1.584635112245204, 1.583179403159578, 1.5799272040189323, 1.5777104102959068, 1.5750835972317194, 1.5730502464003482, 1.5720175989603593, 1.5702062380515922, 1.570119312254049]",0h:0m:48s,89.8
