num_hidden_layers,hidden_size,total_params,loss,time,accuracy
2,16,1482,"[2.29600505505578, 2.2556457277071678, 2.2058830301640397, 2.131601612446672, 2.066937183929702, 1.9852887109174566, 1.9053385722435128, 1.8620103395591348, 1.830401244810072, 1.8020483679690604, 1.7820230803247226, 1.7661521616628615, 1.7521859407424927, 1.7390027834197221, 1.7279433456517883, 1.7200781733302746, 1.7092045222298573, 1.7011954279269201, 1.6944326909921936, 1.6875197463116403, 1.6828284910169697, 1.67916061514515, 1.6722599894313488, 1.6695918430716306, 1.6669299925787975, 1.663370546648058, 1.6618947336229228, 1.6581410836365262, 1.6545411146293252, 1.6534528671684912, 1.6506524934607036, 1.6495091955540544, 1.6479079642538297, 1.6453550245802282, 1.644501684075695, 1.6437506251415963]",0h:0m:45s,83.28
