num_hidden_layers,hidden_size,total_params,train_loss_history,train_loss,time,test_loss,accuracy
1,16,1210,"[2.276112479678655, 2.1131801908299073, 1.8592954267889767, 1.5864405369354506, 1.3597084970797522, 1.193966707940829, 1.0714065483060933, 0.9820372189505625, 0.9054270093723878, 0.8465358251232212, 0.7915260034092402, 0.751310053518263, 0.7163909037234419, 0.6925393524816481, 0.668650685730627, 0.6442993444911504, 0.6290745917013136, 0.6111549320867506, 0.5988137620990559, 0.5818412940380937, 0.574904474161439, 0.5619348136045165, 0.5504313853837676, 0.5443296094061965, 0.5347158711845592, 0.5279707130739244, 0.5204494620783854, 0.5137924420631538, 0.5081469446925794, 0.5008534491062164, 0.4943752132229886, 0.4931792960328571, 0.4847067700604261, 0.47887312658762526, 0.473903229681112, 0.4729322972944227, 0.47036010734105516, 0.46438186097953277, 0.46257204373004074, 0.4583383424807403, 0.45702351756015064, 0.45310131725618397, 0.448940069998725, 0.45064137446678293, 0.4451503228333037, 0.44250921122098374, 0.44033224905951546, 0.4379479122363915, 0.43618400874784435, 0.4360451662944535, 0.4334351672964581]",0.4334351672964581,0h:0m:54s,0.4129542410373688,90.68
