num_hidden_layers,hidden_size,total_params,loss,time,accuracy
4,8,826,"[2.3013642480817893, 2.292799254595223, 2.2518337904396706, 2.2195490740113337, 2.1928647170632574, 2.1656552775431486, 2.144687402046333, 2.125608141139402, 2.106266353089931, 2.089473348552898, 2.0709489725403865, 2.05366402965481, 2.039716712499069, 2.0253356230460993, 2.015655289262028, 2.0063539905063177, 1.998109655865168, 1.990021162113901, 1.9800284454378032, 1.9723134242882163, 1.962639780367835, 1.9552778328879405, 1.9492505101834314, 1.9436566587221824, 1.939138408434593, 1.9330654265516896, 1.927961117130215, 1.9233077259387, 1.9180515580258126, 1.9113811416141058, 1.9108881202794739, 1.9058470402733754, 1.902670159178265, 1.8993512654708604, 1.8970349420935422, 1.8973722134606312, 1.8932232917365381, 1.8906268386517542, 1.8873037705987186, 1.8876073158393472, 1.8824554277678667, 1.8832235316098747, 1.879193328194699, 1.8767330969794322, 1.8746145377724857, 1.8745578325400918]",0h:0m:55s,59.81
