num_hidden_layers,hidden_size,total_params,loss,time,accuracy,train_loss_history,train_loss,test_loss
3,8,754,,0h:1m:2s,82.37,"[2.3107069427684204, 2.2587629091941706, 2.11798040745622, 1.8591191546391632, 1.6581762483564473, 1.5405482397241108, 1.4518105236150451, 1.4007421873383603, 1.3537089218527585, 1.324337694604518, 1.2909623828984924, 1.2727892944368266, 1.249931551642337, 1.232137451737614, 1.2110805269015037, 1.1864051354133476, 1.1737790309776694, 1.1569460367752333, 1.1415262606184362, 1.1296284663475167, 1.113412931814032, 1.1062589479705034, 1.0928568233877927, 1.0775347978381786, 1.0784757985907085, 1.0694922350220761, 1.0588635569911893, 1.0542246093184262, 1.0508783742532892, 1.0414753697686276, 1.032846814495022, 1.0329826847981598, 1.0267881185321484, 1.0227443979958357, 1.0127767112295507, 1.012353367724661, 1.0095572522131062, 1.0034146723100694, 0.9964383214207019, 0.9927016931065058, 0.9881725957838156, 0.9918457512128152, 0.9823229615971193, 0.9863399742013317, 0.9751285243842561, 0.9786000605356895, 0.9747264637785443, 0.9704296245413312, 0.973293843915907, 0.9687733539080216, 0.9663576079627215, 0.9663786362793486, 0.962590367107068]",0.962590367107068,0.9521504640579224
