num_hidden_layers,hidden_size,total_params,loss,time,accuracy
4,16,2026,"[2.3017687878366244, 2.2836234771599204, 2.1727428112999867, 2.0539498551417203, 1.9695260969258972, 1.9108494924286665, 1.8705764483597318, 1.8430437900252261, 1.8252992468365168, 1.8104466543359272, 1.8006009792877455, 1.7924446392867526, 1.7852650779788777, 1.7767337863728152, 1.7727291240530498, 1.7661092624825947, 1.7490741923703985, 1.7325919098773246, 1.721744767690109, 1.713457362126496, 1.7084033711481903, 1.7022539053933095, 1.6977222369889082, 1.6950317035287112, 1.6894686868635274, 1.6883056850756628, 1.6843216803114294, 1.682583366410207, 1.6808337175239951, 1.6779987185688343, 1.6769165669457387, 1.674749853247303]",0h:0m:44s,79.67
